state,confirmed_cases,deaths,date
Sri Lanka,1,0,2020-02-21
Sri Lanka,1,0,2020-02-22
Sri Lanka,1,0,2020-02-23
Sri Lanka,1,0,2020-02-24
Sri Lanka,1,0,2020-02-25
Sri Lanka,1,0,2020-02-26
Sri Lanka,1,0,2020-02-27
Sri Lanka,1,0,2020-02-28
Sri Lanka,1,0,2020-02-29
Sri Lanka,1,0,2020-03-01
Sri Lanka,1,0,2020-03-02
Sri Lanka,2,0,2020-03-12
Sri Lanka,3,0,2020-03-13
Sri Lanka,6,0,2020-03-14
Sri Lanka,11,0,2020-03-15
Sri Lanka,19,0,2020-03-16
Sri Lanka,29,0,2020-03-17
Sri Lanka,42,0,2020-03-18
Sri Lanka,42,0,2020-03-19
Sri Lanka,53,0,2020-03-20
Sri Lanka,66,0,2020-03-21
Sri Lanka,78,0,2020-03-22
Sudan,1,0,2020-03-14
Sudan,1,1,2020-03-15
Sudan,1,1,2020-03-16
Sudan,1,1,2020-03-17
Sudan,1,1,2020-03-18
Sudan,2,1,2020-03-19
Sudan,2,1,2020-03-20
Sudan,2,1,2020-03-21
Sudan,2,1,2020-03-22
Suriname,1,0,2020-03-15
Suriname,1,0,2020-03-21
Suriname,5,0,2020-03-22
Swaziland,1,0,2020-03-15
Swaziland,1,0,2020-03-16
Swaziland,1,0,2020-03-17
Swaziland,1,0,2020-03-18
Swaziland,1,0,2020-03-19
Swaziland,1,0,2020-03-20
Swaziland,1,0,2020-03-21
Swaziland,1,0,2020-03-22
Sweden,0,0,2019-12-31
Sweden,0,0,2020-01-01
Sweden,0,0,2020-01-02
Sweden,0,0,2020-01-03
Sweden,0,0,2020-01-04
Sweden,0,0,2020-01-05
Sweden,0,0,2020-01-06
Sweden,0,0,2020-01-07
Sweden,0,0,2020-01-08
Sweden,0,0,2020-01-09
Sweden,0,0,2020-01-10
Sweden,0,0,2020-01-11
Sweden,0,0,2020-01-12
Sweden,0,0,2020-01-13
Sweden,0,0,2020-01-14
Sweden,0,0,2020-01-15
Sweden,0,0,2020-01-16
Sweden,0,0,2020-01-17
Sweden,0,0,2020-01-18
Sweden,0,0,2020-01-19
Sweden,0,0,2020-01-20
Sweden,0,0,2020-01-21
Sweden,0,0,2020-01-22
Sweden,0,0,2020-01-23
Sweden,0,0,2020-01-24
Sweden,0,0,2020-01-25
Sweden,0,0,2020-01-26
Sweden,0,0,2020-01-27
Sweden,0,0,2020-01-28
Sweden,0,0,2020-01-29
Sweden,0,0,2020-01-30
Sweden,0,0,2020-01-31
Sweden,1,0,2020-02-01
Sweden,1,0,2020-02-02
Sweden,1,0,2020-02-03
Sweden,1,0,2020-02-04
Sweden,1,0,2020-02-05
Sweden,1,0,2020-02-06
Sweden,1,0,2020-02-07
Sweden,1,0,2020-02-08
Sweden,1,0,2020-02-09
Sweden,1,0,2020-02-10
Sweden,1,0,2020-02-11
Sweden,1,0,2020-02-12
Sweden,1,0,2020-02-13
Sweden,1,0,2020-02-14
Sweden,1,0,2020-02-15
Sweden,1,0,2020-02-16
Sweden,1,0,2020-02-17
Sweden,1,0,2020-02-18
Sweden,1,0,2020-02-19
Sweden,1,0,2020-02-20
Sweden,1,0,2020-02-21
Sweden,1,0,2020-02-22
Sweden,1,0,2020-02-23
Sweden,1,0,2020-02-24
Sweden,1,0,2020-02-25
Sweden,1,0,2020-02-26
Sweden,2,0,2020-02-27
Sweden,7,0,2020-02-28
Sweden,12,0,2020-02-29
Sweden,13,0,2020-03-01
Sweden,14,0,2020-03-02
Sweden,15,0,2020-03-03
Sweden,24,0,2020-03-04
Sweden,35,0,2020-03-05
Sweden,61,0,2020-03-06
Sweden,137,0,2020-03-07
Sweden,161,0,2020-03-08
Sweden,203,0,2020-03-09
Sweden,248,0,2020-03-10
Sweden,326,0,2020-03-11
Sweden,462,1,2020-03-12
Sweden,620,1,2020-03-13
Sweden,775,1,2020-03-14
Sweden,924,1,2020-03-15
Sweden,1032,3,2020-03-16
Sweden,1121,7,2020-03-17
Sweden,1167,8,2020-03-18
Sweden,1301,10,2020-03-19
Sweden,1423,10,2020-03-20
Sweden,1623,16,2020-03-21
Sweden,1746,20,2020-03-22
Switzerland,0,0,2019-12-31
Switzerland,0,0,2020-01-01
Switzerland,0,0,2020-01-02
Switzerland,0,0,2020-01-03
Switzerland,0,0,2020-01-04
Switzerland,0,0,2020-01-05
Switzerland,0,0,2020-01-06
Switzerland,0,0,2020-01-07
Switzerland,0,0,2020-01-08
Switzerland,0,0,2020-01-09
Switzerland,0,0,2020-01-10
Switzerland,0,0,2020-01-11
Switzerland,0,0,2020-01-12
Switzerland,0,0,2020-01-13
Switzerland,0,0,2020-01-14
Switzerland,0,0,2020-01-15
Switzerland,0,0,2020-01-16
Switzerland,0,0,2020-01-17
Switzerland,0,0,2020-01-18
Switzerland,0,0,2020-01-19
Switzerland,0,0,2020-01-20
Switzerland,0,0,2020-01-21
Switzerland,0,0,2020-01-22
Switzerland,0,0,2020-01-23
Switzerland,0,0,2020-01-24
Switzerland,0,0,2020-01-25
Switzerland,0,0,2020-01-26
Switzerland,0,0,2020-01-27
Switzerland,0,0,2020-01-28
Switzerland,0,0,2020-01-29
Switzerland,0,0,2020-01-30
Switzerland,0,0,2020-01-31
Switzerland,0,0,2020-02-01
Switzerland,0,0,2020-02-02
Switzerland,0,0,2020-02-03
Switzerland,0,0,2020-02-04
Switzerland,0,0,2020-02-05
Switzerland,0,0,2020-02-06
Switzerland,0,0,2020-02-07
Switzerland,0,0,2020-02-08
Switzerland,0,0,2020-02-09
Switzerland,0,0,2020-02-10
Switzerland,0,0,2020-02-11
Switzerland,0,0,2020-02-12
Switzerland,0,0,2020-02-13
Switzerland,0,0,2020-02-14
Switzerland,0,0,2020-02-15
Switzerland,0,0,2020-02-16
Switzerland,0,0,2020-02-17
Switzerland,0,0,2020-02-18
Switzerland,0,0,2020-02-19
Switzerland,0,0,2020-02-20
Switzerland,0,0,2020-02-21
Switzerland,0,0,2020-02-22
Switzerland,0,0,2020-02-23
Switzerland,0,0,2020-02-24
Switzerland,0,0,2020-02-25
Switzerland,1,0,2020-02-26
Switzerland,1,0,2020-02-27
Switzerland,8,0,2020-02-28
Switzerland,12,0,2020-02-29
Switzerland,18,0,2020-03-01
Switzerland,24,0,2020-03-02
Switzerland,30,0,2020-03-03
Switzerland,37,0,2020-03-04
Switzerland,57,0,2020-03-05
Switzerland,87,1,2020-03-06
Switzerland,209,1,2020-03-07
Switzerland,264,1,2020-03-08
Switzerland,332,2,2020-03-09
Switzerland,374,2,2020-03-10
Switzerland,490,3,2020-03-11
Switzerland,642,4,2020-03-12
Switzerland,854,4,2020-03-13
Switzerland,1121,7,2020-03-14
Switzerland,1359,11,2020-03-15
Switzerland,2200,13,2020-03-16
Switzerland,2200,14,2020-03-17
Switzerland,2650,19,2020-03-18
Switzerland,3010,21,2020-03-19
Switzerland,3888,33,2020-03-20
Switzerland,4840,43,2020-03-21
Switzerland,6077,56,2020-03-22
Taiwan,0,0,2019-12-31
Taiwan,0,0,2020-01-01
Taiwan,0,0,2020-01-02
Taiwan,0,0,2020-01-03
Taiwan,0,0,2020-01-04
Taiwan,0,0,2020-01-05
Taiwan,0,0,2020-01-06
Taiwan,0,0,2020-01-07
Taiwan,0,0,2020-01-08
Taiwan,0,0,2020-01-09
Taiwan,0,0,2020-01-10
Taiwan,0,0,2020-01-11
Taiwan,0,0,2020-01-12
Taiwan,0,0,2020-01-13
Taiwan,0,0,2020-01-14
Taiwan,0,0,2020-01-15
Taiwan,0,0,2020-01-16
Taiwan,0,0,2020-01-17
Taiwan,0,0,2020-01-18
Taiwan,0,0,2020-01-19
Taiwan,0,0,2020-01-20
Taiwan,1,0,2020-01-21
Taiwan,1,0,2020-01-22
Taiwan,1,0,2020-01-23
Taiwan,1,0,2020-01-24
Taiwan,3,0,2020-01-25
Taiwan,3,0,2020-01-26
Taiwan,5,0,2020-01-27
Taiwan,7,0,2020-01-28
Taiwan,8,0,2020-01-29
Taiwan,8,0,2020-01-30
Taiwan,9,0,2020-01-31
Taiwan,10,0,2020-02-01
Taiwan,10,0,2020-02-02
Taiwan,10,0,2020-02-03
Taiwan,10,0,2020-02-04
Taiwan,11,0,2020-02-05
Taiwan,11,0,2020-02-06
Taiwan,16,0,2020-02-07
Taiwan,17,0,2020-02-08
Taiwan,18,0,2020-02-09
Taiwan,18,0,2020-02-10
Taiwan,18,0,2020-02-11
Taiwan,18,0,2020-02-12
Taiwan,18,0,2020-02-13
Taiwan,18,0,2020-02-14
Taiwan,18,0,2020-02-15
Taiwan,18,0,2020-02-16
Taiwan,20,1,2020-02-17
Taiwan,22,1,2020-02-18
Taiwan,22,1,2020-02-19
Taiwan,24,1,2020-02-20
Taiwan,24,1,2020-02-21
Taiwan,26,1,2020-02-22
Taiwan,26,1,2020-02-23
Taiwan,28,1,2020-02-24
Taiwan,30,1,2020-02-25
Taiwan,31,1,2020-02-26
Taiwan,32,1,2020-02-27
Taiwan,34,1,2020-02-28
Taiwan,39,1,2020-02-29
Taiwan,40,1,2020-03-01
Taiwan,40,1,2020-03-02
Taiwan,41,1,2020-03-03
Taiwan,42,1,2020-03-04
Taiwan,44,1,2020-03-06
Taiwan,45,1,2020-03-07
Taiwan,45,1,2020-03-08
Taiwan,45,1,2020-03-09
Taiwan,48,1,2020-03-11
Taiwan,48,1,2020-03-12
Taiwan,49,1,2020-03-13
Taiwan,53,1,2020-03-14
Taiwan,59,1,2020-03-15
Taiwan,59,1,2020-03-16
Taiwan,67,1,2020-03-17
Taiwan,77,1,2020-03-18
Taiwan,108,1,2020-03-19
Taiwan,108,1,2020-03-20
Taiwan,135,2,2020-03-21
Taiwan,153,2,2020-03-22
Tanzania,1,0,2020-03-17
Tanzania,1,0,2020-03-18
Tanzania,3,0,2020-03-19
Tanzania,3,0,2020-03-20
Tanzania,3,0,2020-03-21
Tanzania,6,0,2020-03-22
Thailand,0,0,2019-12-31
Thailand,0,0,2020-01-01
Thailand,0,0,2020-01-02
Thailand,0,0,2020-01-03
Thailand,0,0,2020-01-04
Thailand,0,0,2020-01-05
Thailand,0,0,2020-01-06
Thailand,0,0,2020-01-07
Thailand,0,0,2020-01-08
Thailand,0,0,2020-01-09
Thailand,0,0,2020-01-10
Thailand,0,0,2020-01-11
Thailand,0,0,2020-01-12
Thailand,1,0,2020-01-13
Thailand,1,0,2020-01-14
Thailand,1,0,2020-01-15
Thailand,1,0,2020-01-16
Thailand,2,0,2020-01-17
Thailand,2,0,2020-01-18
Thailand,2,0,2020-01-19
Thailand,2,0,2020-01-20
Thailand,2,0,2020-01-21
Thailand,4,0,2020-01-22
Thailand,4,0,2020-01-23
Thailand,4,0,2020-01-24
Thailand,5,0,2020-01-25
Thailand,5,0,2020-01-26
Thailand,8,0,2020-01-27
Thailand,14,0,2020-01-28
Thailand,14,0,2020-01-29
Thailand,14,0,2020-01-30
Thailand,14,0,2020-01-31
Thailand,19,0,2020-02-01
Thailand,19,0,2020-02-02
Thailand,19,0,2020-02-03
Thailand,19,0,2020-02-04
Thailand,25,0,2020-02-05
Thailand,25,0,2020-02-06
Thailand,25,0,2020-02-07
Thailand,32,0,2020-02-08
Thailand,32,0,2020-02-09
Thailand,32,0,2020-02-10
Thailand,32,0,2020-02-11
Thailand,33,0,2020-02-12
Thailand,33,0,2020-02-13
Thailand,33,0,2020-02-14
Thailand,34,0,2020-02-15
Thailand,34,0,2020-02-16
Thailand,34,0,2020-02-17
Thailand,35,0,2020-02-18
Thailand,35,0,2020-02-19
Thailand,35,0,2020-02-20
Thailand,35,0,2020-02-21
Thailand,35,0,2020-02-22
Thailand,35,0,2020-02-23
Thailand,35,0,2020-02-24
Thailand,37,0,2020-02-25
Thailand,40,0,2020-02-26
Thailand,40,0,2020-02-27
Thailand,40,0,2020-02-28
Thailand,42,0,2020-02-29
Thailand,42,1,2020-03-01
Thailand,43,1,2020-03-02
Thailand,47,1,2020-03-05
Thailand,50,1,2020-03-07
Thailand,59,1,2020-03-11
Thailand,70,1,2020-03-12
Thailand,82,1,2020-03-14
Thailand,82,1,2020-03-15
Thailand,114,1,2020-03-16
Thailand,177,1,2020-03-17
Thailand,177,1,2020-03-18
Thailand,177,1,2020-03-19
Thailand,212,1,2020-03-20
Thailand,366,1,2020-03-21
Thailand,599,1,2020-03-22
Timor,1,0,2020-03-22
Togo,1,0,2020-03-07
Togo,1,0,2020-03-15
Togo,1,0,2020-03-16
Togo,1,0,2020-03-17
Togo,1,0,2020-03-18
Togo,1,0,2020-03-19
Togo,1,0,2020-03-20
Togo,9,0,2020-03-21
Togo,15,0,2020-03-22
Trinidad and Tobago,1,0,2020-03-13
Trinidad and Tobago,2,0,2020-03-14
Trinidad and Tobago,2,0,2020-03-15
Trinidad and Tobago,4,0,2020-03-16
Trinidad and Tobago,5,0,2020-03-17
Trinidad and Tobago,7,0,2020-03-18
Trinidad and Tobago,9,0,2020-03-19
Trinidad and Tobago,9,0,2020-03-20
Trinidad and Tobago,9,0,2020-03-21
Trinidad and Tobago,49,0,2020-03-22
Tunisia,1,0,2020-03-03
Tunisia,2,0,2020-03-10
Tunisia,5,0,2020-03-11
Tunisia,7,0,2020-03-12
Tunisia,13,0,2020-03-13
Tunisia,16,0,2020-03-14
Tunisia,16,0,2020-03-15
Tunisia,18,0,2020-03-16
Tunisia,20,0,2020-03-17
Tunisia,24,0,2020-03-18
Tunisia,29,0,2020-03-19
Tunisia,39,0,2020-03-20
Tunisia,54,1,2020-03-21
Tunisia,60,1,2020-03-22
Turkey,1,0,2020-03-12
Turkey,2,0,2020-03-13
Turkey,18,0,2020-03-16
Turkey,47,0,2020-03-17
Turkey,98,0,2020-03-18
Turkey,191,1,2020-03-19
Turkey,359,4,2020-03-20
Turkey,670,9,2020-03-21
Turkey,947,21,2020-03-22
Uganda,1,0,2020-03-22
Ukraine,1,0,2020-03-04
Ukraine,3,0,2020-03-13
Ukraine,3,0,2020-03-16
Ukraine,5,0,2020-03-17
Ukraine,14,0,2020-03-18
Ukraine,19,2,2020-03-19
Ukraine,26,2,2020-03-20
Ukraine,26,3,2020-03-21
Ukraine,41,3,2020-03-22
United Arab Emirates,0,0,2019-12-31
United Arab Emirates,0,0,2020-01-01
United Arab Emirates,0,0,2020-01-02
United Arab Emirates,0,0,2020-01-03
United Arab Emirates,0,0,2020-01-04
United Arab Emirates,0,0,2020-01-05
United Arab Emirates,0,0,2020-01-06
United Arab Emirates,0,0,2020-01-07
United Arab Emirates,0,0,2020-01-08
United Arab Emirates,0,0,2020-01-09
United Arab Emirates,0,0,2020-01-10
United Arab Emirates,0,0,2020-01-11
United Arab Emirates,0,0,2020-01-12
United Arab Emirates,0,0,2020-01-13
United Arab Emirates,0,0,2020-01-14
United Arab Emirates,0,0,2020-01-15
United Arab Emirates,0,0,2020-01-16
United Arab Emirates,0,0,2020-01-17
United Arab Emirates,0,0,2020-01-18
United Arab Emirates,0,0,2020-01-19
United Arab Emirates,0,0,2020-01-20
United Arab Emirates,0,0,2020-01-21
United Arab Emirates,0,0,2020-01-22
United Arab Emirates,0,0,2020-01-23
United Arab Emirates,0,0,2020-01-24
United Arab Emirates,0,0,2020-01-25
United Arab Emirates,0,0,2020-01-26
United Arab Emirates,1,0,2020-01-27
United Arab Emirates,1,0,2020-01-28
United Arab Emirates,1,0,2020-01-29
United Arab Emirates,4,0,2020-01-30
United Arab Emirates,4,0,2020-01-31
United Arab Emirates,4,0,2020-02-01
United Arab Emirates,5,0,2020-02-02
United Arab Emirates,5,0,2020-02-03
United Arab Emirates,5,0,2020-02-04
United Arab Emirates,5,0,2020-02-05
United Arab Emirates,5,0,2020-02-06
United Arab Emirates,5,0,2020-02-07
United Arab Emirates,7,0,2020-02-08
United Arab Emirates,7,0,2020-02-09
United Arab Emirates,7,0,2020-02-10
United Arab Emirates,8,0,2020-02-11
United Arab Emirates,8,0,2020-02-12
United Arab Emirates,8,0,2020-02-13
United Arab Emirates,8,0,2020-02-14
United Arab Emirates,8,0,2020-02-15
United Arab Emirates,8,0,2020-02-16
United Arab Emirates,9,0,2020-02-17
United Arab Emirates,9,0,2020-02-18
United Arab Emirates,9,0,2020-02-19
United Arab Emirates,9,0,2020-02-20
United Arab Emirates,9,0,2020-02-21
United Arab Emirates,11,0,2020-02-22
United Arab Emirates,13,0,2020-02-23
United Arab Emirates,13,0,2020-02-24
United Arab Emirates,13,0,2020-02-25
United Arab Emirates,13,0,2020-02-26
United Arab Emirates,13,0,2020-02-27
United Arab Emirates,19,0,2020-02-28
United Arab Emirates,19,0,2020-02-29
United Arab Emirates,21,0,2020-03-01
United Arab Emirates,21,0,2020-03-02
United Arab Emirates,27,0,2020-03-04
United Arab Emirates,29,0,2020-03-06
United Arab Emirates,45,0,2020-03-08
United Arab Emirates,59,0,2020-03-10
United Arab Emirates,74,0,2020-03-11
United Arab Emirates,85,0,2020-03-13
United Arab Emirates,85,0,2020-03-15
United Arab Emirates,86,0,2020-03-16
United Arab Emirates,98,0,2020-03-17
United Arab Emirates,113,0,2020-03-18
United Arab Emirates,113,0,2020-03-19
United Arab Emirates,140,0,2020-03-20
United Arab Emirates,140,0,2020-03-21
United Arab Emirates,153,2,2020-03-22
United Kingdom,0,0,2019-12-31
United Kingdom,0,0,2020-01-01
United Kingdom,0,0,2020-01-02
United Kingdom,0,0,2020-01-03
United Kingdom,0,0,2020-01-04
United Kingdom,0,0,2020-01-05
United Kingdom,0,0,2020-01-06
United Kingdom,0,0,2020-01-07
United Kingdom,0,0,2020-01-08
United Kingdom,0,0,2020-01-09
United Kingdom,0,0,2020-01-10
United Kingdom,0,0,2020-01-11
United Kingdom,0,0,2020-01-12
United Kingdom,0,0,2020-01-13
United Kingdom,0,0,2020-01-14
United Kingdom,0,0,2020-01-15
United Kingdom,0,0,2020-01-16
United Kingdom,0,0,2020-01-17
United Kingdom,0,0,2020-01-18
United Kingdom,0,0,2020-01-19
United Kingdom,0,0,2020-01-20
United Kingdom,0,0,2020-01-21
United Kingdom,0,0,2020-01-22
United Kingdom,0,0,2020-01-23
United Kingdom,0,0,2020-01-24
United Kingdom,0,0,2020-01-25
United Kingdom,0,0,2020-01-26
United Kingdom,0,0,2020-01-27
United Kingdom,0,0,2020-01-28
United Kingdom,0,0,2020-01-29
United Kingdom,0,0,2020-01-30
United Kingdom,2,0,2020-01-31
United Kingdom,2,0,2020-02-01
United Kingdom,2,0,2020-02-02
United Kingdom,2,0,2020-02-03
United Kingdom,2,0,2020-02-04
United Kingdom,2,0,2020-02-05
United Kingdom,2,0,2020-02-06
United Kingdom,3,0,2020-02-07
United Kingdom,3,0,2020-02-08
United Kingdom,4,0,2020-02-09
United Kingdom,4,0,2020-02-10
United Kingdom,8,0,2020-02-11
United Kingdom,8,0,2020-02-12
United Kingdom,9,0,2020-02-13
United Kingdom,9,0,2020-02-14
United Kingdom,9,0,2020-02-15
United Kingdom,9,0,2020-02-16
United Kingdom,9,0,2020-02-17
United Kingdom,9,0,2020-02-18
United Kingdom,9,0,2020-02-19
United Kingdom,9,0,2020-02-20
United Kingdom,9,0,2020-02-21
United Kingdom,9,0,2020-02-22
United Kingdom,9,0,2020-02-23
United Kingdom,13,0,2020-02-24
United Kingdom,13,0,2020-02-25
United Kingdom,13,0,2020-02-26
United Kingdom,13,0,2020-02-27
United Kingdom,16,0,2020-02-28
United Kingdom,18,0,2020-02-29
United Kingdom,23,0,2020-03-01
United Kingdom,36,0,2020-03-02
United Kingdom,40,0,2020-03-03
United Kingdom,51,0,2020-03-04
United Kingdom,85,0,2020-03-05
United Kingdom,115,1,2020-03-06
United Kingdom,163,1,2020-03-07
United Kingdom,206,2,2020-03-08
United Kingdom,273,3,2020-03-09
United Kingdom,321,5,2020-03-10
United Kingdom,373,6,2020-03-11
United Kingdom,456,6,2020-03-12
United Kingdom,590,10,2020-03-13
United Kingdom,707,10,2020-03-14
United Kingdom,1140,21,2020-03-15
United Kingdom,1391,35,2020-03-16
United Kingdom,1543,55,2020-03-17
United Kingdom,1950,60,2020-03-18
United Kingdom,2630,103,2020-03-19
United Kingdom,3277,144,2020-03-20
United Kingdom,3983,177,2020-03-21
United Kingdom,5018,233,2020-03-22
United States,0,0,2019-12-31
United States,0,0,2020-01-01
United States,0,0,2020-01-02
United States,0,0,2020-01-03
United States,0,0,2020-01-04
United States,0,0,2020-01-05
United States,0,0,2020-01-06
United States,0,0,2020-01-07
United States,0,0,2020-01-08
United States,0,0,2020-01-09
United States,0,0,2020-01-10
United States,0,0,2020-01-11
United States,0,0,2020-01-12
United States,0,0,2020-01-13
United States,0,0,2020-01-14
United States,0,0,2020-01-15
United States,0,0,2020-01-16
United States,0,0,2020-01-17
United States,0,0,2020-01-18
United States,0,0,2020-01-19
United States,0,0,2020-01-20
United States,1,0,2020-01-21
United States,1,0,2020-01-22
United States,1,0,2020-01-23
United States,1,0,2020-01-24
United States,2,0,2020-01-25
United States,2,0,2020-01-26
United States,5,0,2020-01-27
United States,5,0,2020-01-28
United States,5,0,2020-01-29
United States,5,0,2020-01-30
United States,6,0,2020-01-31
United States,7,0,2020-02-01
United States,8,0,2020-02-02
United States,11,0,2020-02-03
United States,11,0,2020-02-04
United States,11,0,2020-02-05
United States,12,0,2020-02-06
United States,12,0,2020-02-07
United States,12,0,2020-02-08
United States,12,0,2020-02-09
United States,12,0,2020-02-10
United States,13,0,2020-02-11
United States,13,0,2020-02-12
United States,14,0,2020-02-13
United States,15,0,2020-02-14
United States,15,0,2020-02-15
United States,15,0,2020-02-16
United States,15,0,2020-02-17
United States,15,0,2020-02-18
United States,15,0,2020-02-19
United States,15,0,2020-02-20
United States,16,0,2020-02-21
United States,35,0,2020-02-22
United States,35,0,2020-02-23
United States,35,0,2020-02-24
United States,53,0,2020-02-25
United States,53,0,2020-02-26
United States,59,0,2020-02-27
United States,60,0,2020-02-28
United States,66,0,2020-02-29
United States,69,1,2020-03-01
United States,89,2,2020-03-02
United States,103,6,2020-03-03
United States,125,9,2020-03-04
United States,159,11,2020-03-05
United States,233,12,2020-03-06
United States,338,14,2020-03-07
United States,433,17,2020-03-08
United States,554,21,2020-03-09
United States,754,26,2020-03-10
United States,1025,28,2020-03-11
United States,1312,30,2020-03-12
United States,1663,40,2020-03-13
United States,2174,47,2020-03-14
United States,2951,57,2020-03-15
United States,3774,69,2020-03-16
United States,4661,85,2020-03-17
United States,6427,108,2020-03-18
United States,9415,150,2020-03-19
United States,14250,150,2020-03-20
United States,19624,260,2020-03-21
United States,26747,340,2020-03-22
Uruguay,6,0,2020-03-15
Uruguay,8,0,2020-03-16
Uruguay,29,0,2020-03-17
Uruguay,50,0,2020-03-18
Uruguay,79,0,2020-03-19
Uruguay,94,0,2020-03-20
Uruguay,110,0,2020-03-21
Uruguay,135,0,2020-03-22
Uzbekistan,6,0,2020-03-16
Uzbekistan,8,0,2020-03-17
Uzbekistan,16,0,2020-03-18
Uzbekistan,23,0,2020-03-19
Uzbekistan,23,0,2020-03-20
Uzbekistan,33,0,2020-03-21
Uzbekistan,33,0,2020-03-22
Vatican,1,0,2020-03-07
Vatican,1,0,2020-03-16
Vatican,1,0,2020-03-17
Vatican,1,0,2020-03-18
Vatican,1,0,2020-03-19
Vatican,1,0,2020-03-20
Vatican,1,0,2020-03-21
Vatican,1,0,2020-03-22
Venezuela,10,0,2020-03-15
Venezuela,15,0,2020-03-16
Venezuela,33,0,2020-03-17
Venezuela,33,0,2020-03-18
Venezuela,33,0,2020-03-19
Venezuela,33,0,2020-03-20
Venezuela,36,0,2020-03-21
Venezuela,36,0,2020-03-22
Vietnam,0,0,2019-12-31
Vietnam,0,0,2020-01-01
Vietnam,0,0,2020-01-02
Vietnam,0,0,2020-01-03
Vietnam,0,0,2020-01-04
Vietnam,0,0,2020-01-05
Vietnam,0,0,2020-01-06
Vietnam,0,0,2020-01-07
Vietnam,0,0,2020-01-08
Vietnam,0,0,2020-01-09
Vietnam,0,0,2020-01-10
Vietnam,0,0,2020-01-11
Vietnam,0,0,2020-01-12
Vietnam,0,0,2020-01-13
Vietnam,0,0,2020-01-14
Vietnam,0,0,2020-01-15
Vietnam,0,0,2020-01-16
Vietnam,0,0,2020-01-17
Vietnam,0,0,2020-01-18
Vietnam,0,0,2020-01-19
Vietnam,0,0,2020-01-20
Vietnam,0,0,2020-01-21
Vietnam,0,0,2020-01-22
Vietnam,0,0,2020-01-23
Vietnam,2,0,2020-01-24
Vietnam,2,0,2020-01-25
Vietnam,2,0,2020-01-26
Vietnam,2,0,2020-01-27
Vietnam,2,0,2020-01-28
Vietnam,2,0,2020-01-29
Vietnam,2,0,2020-01-30
Vietnam,5,0,2020-01-31
Vietnam,5,0,2020-02-01
Vietnam,7,0,2020-02-02
Vietnam,8,0,2020-02-03
Vietnam,9,0,2020-02-04
Vietnam,10,0,2020-02-05
Vietnam,10,0,2020-02-06
Vietnam,12,0,2020-02-07
Vietnam,13,0,2020-02-08
Vietnam,14,0,2020-02-09
Vietnam,14,0,2020-02-10
Vietnam,15,0,2020-02-11
Vietnam,15,0,2020-02-12
Vietnam,16,0,2020-02-13
Vietnam,16,0,2020-02-14
Vietnam,16,0,2020-02-15
Vietnam,16,0,2020-02-16
Vietnam,16,0,2020-02-17
Vietnam,16,0,2020-02-18
Vietnam,16,0,2020-02-19
Vietnam,16,0,2020-02-20
Vietnam,16,0,2020-02-21
Vietnam,16,0,2020-02-22
Vietnam,16,0,2020-02-23
Vietnam,16,0,2020-02-24
Vietnam,16,0,2020-02-25
Vietnam,16,0,2020-02-26
Vietnam,16,0,2020-02-27
Vietnam,16,0,2020-02-28
Vietnam,16,0,2020-02-29
Vietnam,16,0,2020-03-01
Vietnam,16,0,2020-03-02
Vietnam,17,0,2020-03-07
Vietnam,21,0,2020-03-08
Vietnam,30,0,2020-03-09
Vietnam,31,0,2020-03-10
Vietnam,35,0,2020-03-11
Vietnam,39,0,2020-03-12
Vietnam,44,0,2020-03-13
Vietnam,49,0,2020-03-14
Vietnam,53,0,2020-03-15
Vietnam,57,0,2020-03-16
Vietnam,61,0,2020-03-17
Vietnam,61,0,2020-03-18
Vietnam,76,0,2020-03-19
Vietnam,85,0,2020-03-20
Vietnam,87,0,2020-03-21
Vietnam,94,0,2020-03-22
World,27,0,2019-12-31
World,27,0,2020-01-01
World,27,0,2020-01-02
World,44,0,2020-01-03
World,44,0,2020-01-04
World,59,0,2020-01-05
World,59,0,2020-01-06
World,59,0,2020-01-07
World,59,0,2020-01-08
World,59,0,2020-01-09
World,59,0,2020-01-10
World,59,1,2020-01-11
World,59,1,2020-01-12
World,60,1,2020-01-13
World,60,1,2020-01-14
World,61,2,2020-01-15
World,61,2,2020-01-16
World,66,2,2020-01-17
World,83,2,2020-01-18
World,219,3,2020-01-19
World,239,3,2020-01-20
World,392,6,2020-01-21
World,534,17,2020-01-22
World,631,17,2020-01-23
World,897,26,2020-01-24
World,1350,41,2020-01-25
World,2023,56,2020-01-26
World,2820,81,2020-01-27
World,4587,106,2020-01-28
World,6067,132,2020-01-29
World,7823,170,2020-01-30
World,9826,213,2020-01-31
World,11946,259,2020-02-01
World,14554,305,2020-02-02
World,17372,362,2020-02-03
World,20615,427,2020-02-04
World,24522,493,2020-02-05
World,28273,565,2020-02-06
World,31491,638,2020-02-07
World,34933,724,2020-02-08
World,37552,813,2020-02-09
World,40540,910,2020-02-10
World,43105,1018,2020-02-11
World,45177,1115,2020-02-12
World,60328,1370,2020-02-13
World,64543,1383,2020-02-14
World,67103,1527,2020-02-15
World,69265,1669,2020-02-16
World,71332,1775,2020-02-17
World,73327,1873,2020-02-18
World,75191,2012,2020-02-19
World,75723,2128,2020-02-20
World,76719,2247,2020-02-21
World,77804,2359,2020-02-22
World,78812,2463,2020-02-23
World,79339,2619,2020-02-24
